,SCIAN,MUN,genero,ocupacion,edad_num,edad_cat,sector,escolaridad,informal,municipio
1134,7,21,F,trabajador,52,"[50, 60)",Comercio,Carrera técnica o preparatoria,0,escobedo
1135,20,21,H,trabajador,29,"[25, 50)",Gobierno,Licenciatura,0,escobedo
1136,16,21,F,trabajador,34,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,escobedo
1137,5,26,H,trabajador,57,"[50, 60)",Industria manufacturera,Licenciatura,0,guadalupe
1138,7,26,H,independiente,58,"[50, 60)",Comercio,Licenciatura,0,guadalupe
1139,7,26,F,independiente,51,"[50, 60)",Comercio,Primaria o Secundaria,0,guadalupe
1140,7,26,H,independiente,29,"[25, 50)",Comercio,Licenciatura,0,guadalupe
1141,7,26,F,independiente,26,"[25, 50)",Comercio,Licenciatura,0,guadalupe
1142,5,26,F,trabajador,56,"[50, 60)",Industria manufacturera,Carrera técnica o preparatoria,0,guadalupe
1143,11,26,H,independiente,59,"[50, 60)",Servicios,Carrera técnica o preparatoria,1,guadalupe
1144,4,21,H,trabajador,63,"[60, 65)",Construcción,Primaria o Secundaria,1,escobedo
1145,18,21,F,trabajador,46,"[25, 50)",Servicios,Carrera técnica o preparatoria,1,escobedo
1146,14,21,H,trabajador,48,"[25, 50)",Servicios,Primaria o Secundaria,1,escobedo
1147,18,21,F,trabajador,23,"[18, 25)",Servicios,Primaria o Secundaria,1,escobedo
1148,5,21,H,trabajador,26,"[25, 50)",Industria manufacturera,Primaria o Secundaria,1,escobedo
1149,5,21,H,trabajador,44,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,escobedo
1150,7,21,H,independiente,44,"[25, 50)",Comercio,Primaria o Secundaria,1,escobedo
1151,19,21,F,trabajador,41,"[25, 50)",Servicios,Primaria o Secundaria,0,escobedo
1152,7,21,H,trabajador,25,"[25, 50)",Comercio,Primaria o Secundaria,0,escobedo
1153,4,39,H,trabajador,58,"[50, 60)",Construcción,Primaria o Secundaria,1,monterrey
1154,5,39,F,trabajador,46,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,monterrey
1155,5,39,H,trabajador,33,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,monterrey
1156,8,39,H,trabajador,43,"[25, 50)",Transporte y comunicaciones,Primaria o Secundaria,0,monterrey
1157,18,39,F,trabajador,57,"[50, 60)",Servicios,Primaria o Secundaria,0,monterrey
1158,18,39,H,trabajador,26,"[25, 50)",Servicios,Primaria o Secundaria,0,monterrey
1159,19,39,F,trabajador,23,"[18, 25)",Servicios,Carrera técnica o preparatoria,1,monterrey
1160,15,39,F,trabajador,45,"[25, 50)",Servicios,Licenciatura,0,monterrey
1161,16,39,H,trabajador,29,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,monterrey
1162,15,39,H,trabajador,30,"[25, 50)",Servicios,Licenciatura,1,monterrey
1163,16,39,F,trabajador,30,"[25, 50)",Servicios,Licenciatura,0,monterrey
1164,7,39,H,trabajador,43,"[25, 50)",Comercio,Licenciatura,0,monterrey
1165,14,39,F,trabajador,47,"[25, 50)",Servicios,Primaria o Secundaria,1,monterrey
1166,19,39,F,trabajador,20,"[18, 25)",Servicios,Carrera técnica o preparatoria,0,monterrey
1167,7,39,H,trabajador,17,"[15, 18)",Comercio,Primaria o Secundaria,0,monterrey
1168,18,39,H,trabajador,16,"[15, 18)",Servicios,Primaria o Secundaria,1,monterrey
1169,7,39,F,trabajador,23,"[18, 25)",Comercio,Primaria o Secundaria,0,monterrey
1170,16,39,H,trabajador,52,"[50, 60)",Servicios,Licenciatura,0,monterrey
1171,20,39,H,trabajador,31,"[25, 50)",Gobierno,Licenciatura,0,monterrey
1172,2,39,H,trabajador,39,"[25, 50)",Minería,Carrera técnica o preparatoria,0,monterrey
1173,4,39,H,trabajador,55,"[50, 60)",Construcción,Primaria o Secundaria,1,monterrey
1174,19,39,F,trabajador,53,"[50, 60)",Servicios,Primaria o Secundaria,1,monterrey
1175,14,39,H,independiente,25,"[25, 50)",Servicios,Primaria o Secundaria,1,monterrey
1176,7,39,F,trabajador,64,"[60, 65)",Comercio,Primaria o Secundaria,1,monterrey
1177,18,39,H,trabajador,60,"[60, 65)",Servicios,Primaria o Secundaria,1,monterrey
1178,18,39,F,trabajador,32,"[25, 50)",Servicios,Carrera técnica o preparatoria,1,monterrey
1179,5,46,F,trabajador,43,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,san_nicolas
1180,5,46,F,trabajador,70,"[65, 131)",Industria manufacturera,Primaria o Secundaria,0,san_nicolas
1181,5,46,H,trabajador,33,"[25, 50)",Industria manufacturera,Licenciatura,0,san_nicolas
1182,9,46,F,trabajador,33,"[25, 50)",Otro,Licenciatura,0,san_nicolas
1183,7,46,H,trabajador,57,"[50, 60)",Comercio,Carrera técnica o preparatoria,0,san_nicolas
1184,8,46,H,trabajador,29,"[25, 50)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,san_nicolas
1185,19,46,H,trabajador,41,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,san_nicolas
1186,15,46,F,trabajador,39,"[25, 50)",Servicios,Primaria o Secundaria,1,san_nicolas
1187,19,46,H,trabajador,20,"[18, 25)",Servicios,Carrera técnica o preparatoria,1,san_nicolas
1188,19,46,H,trabajador,13,"[12, 15)",Servicios,Primaria o Secundaria,1,san_nicolas
1189,7,46,F,trabajador,48,"[25, 50)",Comercio,Carrera técnica o preparatoria,0,san_nicolas
1190,18,46,F,trabajador,20,"[18, 25)",Servicios,Licenciatura,0,san_nicolas
1191,6,46,H,trabajador,26,"[25, 50)",Comercio,Carrera técnica o preparatoria,0,san_nicolas
1192,7,6,F,independiente,66,"[65, 131)",Comercio,Primaria o Secundaria,1,apodaca
1193,5,6,F,trabajador,23,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,0,apodaca
1194,5,6,H,trabajador,17,"[15, 18)",Industria manufacturera,Primaria o Secundaria,1,apodaca
1195,17,6,H,trabajador,22,"[18, 25)",Servicios,Licenciatura,1,apodaca
1196,4,6,H,independiente,65,"[65, 131)",Construcción,Primaria o Secundaria,1,apodaca
1197,5,6,H,trabajador,39,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,apodaca
1198,10,6,F,trabajador,25,"[25, 50)",Servicios,Licenciatura,0,apodaca
1199,7,48,H,trabajador,64,"[60, 65)",Comercio,Primaria o Secundaria,0,santa_catarina
1200,7,48,H,trabajador,27,"[25, 50)",Comercio,Licenciatura,0,santa_catarina
1201,16,48,F,trabajador,26,"[25, 50)",Servicios,Licenciatura,1,santa_catarina
1202,9,48,H,trabajador,25,"[25, 50)",Otro,Licenciatura,0,santa_catarina
1203,13,48,H,trabajador,24,"[18, 25)",Servicios,Licenciatura,0,santa_catarina
1204,5,48,H,trabajador,50,"[50, 60)",Industria manufacturera,Primaria o Secundaria,0,santa_catarina
1205,7,48,H,independiente,61,"[60, 65)",Comercio,Primaria o Secundaria,1,santa_catarina
1206,4,48,H,trabajador,65,"[65, 131)",Construcción,Sin Instrucción,1,santa_catarina
1207,7,48,F,trabajador,51,"[50, 60)",Comercio,Carrera técnica o preparatoria,0,santa_catarina
1208,5,48,H,trabajador,53,"[50, 60)",Industria manufacturera,Primaria o Secundaria,0,santa_catarina
1209,11,48,F,trabajador,50,"[50, 60)",Servicios,Primaria o Secundaria,0,santa_catarina
1210,15,39,F,independiente,69,"[65, 131)",Servicios,Postgrado,1,monterrey
1211,16,39,F,trabajador,28,"[25, 50)",Servicios,Postgrado,0,monterrey
1212,16,39,H,trabajador,30,"[25, 50)",Servicios,Postgrado,0,monterrey
1213,5,39,F,trabajador,26,"[25, 50)",Industria manufacturera,Licenciatura,0,monterrey
1214,8,26,H,trabajador,42,"[25, 50)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,guadalupe
1215,8,26,H,trabajador,29,"[25, 50)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,guadalupe
1216,18,26,H,trabajador,34,"[25, 50)",Servicios,Carrera técnica o preparatoria,1,guadalupe
1217,19,31,F,independiente,55,"[50, 60)",Servicios,Primaria o Secundaria,1,juarez
1218,19,31,F,otro,20,"[18, 25)",Servicios,Primaria o Secundaria,1,juarez
1219,7,31,F,trabajador,20,"[18, 25)",Comercio,Carrera técnica o preparatoria,0,juarez
1220,17,31,H,trabajador,18,"[18, 25)",Servicios,Carrera técnica o preparatoria,0,juarez
1221,7,31,F,trabajador,40,"[25, 50)",Comercio,Primaria o Secundaria,0,juarez
1222,5,31,H,trabajador,22,"[18, 25)",Industria manufacturera,Primaria o Secundaria,0,juarez
1223,7,39,H,trabajador,32,"[25, 50)",Comercio,Licenciatura,0,monterrey
1224,7,39,H,independiente,60,"[60, 65)",Comercio,Licenciatura,1,monterrey
1225,4,39,H,trabajador,73,"[65, 131)",Construcción,Primaria o Secundaria,0,monterrey
1226,15,39,F,trabajador,63,"[60, 65)",Servicios,Licenciatura,0,monterrey
1227,12,39,H,trabajador,36,"[25, 50)",Servicios,Licenciatura,1,monterrey
1228,5,21,F,independiente,34,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,1,escobedo
1229,5,21,F,trabajador,23,"[18, 25)",Industria manufacturera,Licenciatura,0,escobedo
1230,18,21,F,trabajador,23,"[18, 25)",Servicios,Licenciatura,0,escobedo
1231,19,21,H,trabajador,47,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,escobedo
1232,5,21,H,trabajador,43,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,escobedo
1233,7,21,F,independiente,43,"[25, 50)",Comercio,Primaria o Secundaria,1,escobedo
1234,18,21,H,trabajador,16,"[15, 18)",Servicios,Carrera técnica o preparatoria,1,escobedo
1235,10,26,H,trabajador,45,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,guadalupe
1236,17,26,H,trabajador,21,"[18, 25)",Servicios,Licenciatura,0,guadalupe
1237,17,26,H,trabajador,18,"[18, 25)",Servicios,Licenciatura,1,guadalupe
1238,17,26,F,trabajador,15,"[15, 18)",Servicios,Primaria o Secundaria,1,guadalupe
1239,8,26,H,independiente,21,"[18, 25)",Transporte y comunicaciones,Licenciatura,1,guadalupe
1240,5,26,H,trabajador,50,"[50, 60)",Industria manufacturera,Primaria o Secundaria,0,guadalupe
1241,5,26,F,trabajador,45,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,guadalupe
1242,8,26,H,trabajador,19,"[18, 25)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,guadalupe
1243,5,26,H,trabajador,42,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,guadalupe
1244,4,26,H,trabajador,41,"[25, 50)",Construcción,Carrera técnica o preparatoria,1,guadalupe
1245,18,46,H,trabajador,25,"[25, 50)",Servicios,Primaria o Secundaria,0,san_nicolas
1246,17,46,H,trabajador,25,"[25, 50)",Servicios,Licenciatura,1,san_nicolas
1247,7,46,H,trabajador,41,"[25, 50)",Comercio,Primaria o Secundaria,0,san_nicolas
1248,20,46,F,trabajador,22,"[18, 25)",Gobierno,Primaria o Secundaria,0,san_nicolas
1249,5,46,F,trabajador,19,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,0,san_nicolas
1250,7,46,H,independiente,43,"[25, 50)",Comercio,Licenciatura,1,san_nicolas
1251,7,46,F,independiente,38,"[25, 50)",Comercio,Carrera técnica o preparatoria,1,san_nicolas
1252,14,46,F,independiente,40,"[25, 50)",Servicios,Carrera técnica o preparatoria,1,san_nicolas
1253,19,46,F,trabajador,35,"[25, 50)",Servicios,Primaria o Secundaria,1,san_nicolas
1254,15,46,F,trabajador,51,"[50, 60)",Servicios,Carrera técnica o preparatoria,0,san_nicolas
1255,16,48,F,trabajador,40,"[25, 50)",Servicios,Licenciatura,0,santa_catarina
1256,5,48,H,trabajador,51,"[50, 60)",Industria manufacturera,Licenciatura,0,santa_catarina
1257,16,48,F,trabajador,50,"[50, 60)",Servicios,Carrera técnica o preparatoria,1,santa_catarina
1258,15,48,F,trabajador,30,"[25, 50)",Servicios,Licenciatura,0,santa_catarina
1259,18,48,F,independiente,52,"[50, 60)",Servicios,Licenciatura,1,santa_catarina
1260,20,46,H,trabajador,67,"[65, 131)",Gobierno,Primaria o Secundaria,0,san_nicolas
1261,10,46,F,trabajador,30,"[25, 50)",Servicios,Licenciatura,0,san_nicolas
1262,5,46,H,trabajador,54,"[50, 60)",Industria manufacturera,Carrera técnica o preparatoria,0,san_nicolas
1263,7,19,H,trabajador,69,"[65, 131)",Comercio,Licenciatura,0,san_pedro
1264,16,19,F,trabajador,64,"[60, 65)",Servicios,Postgrado,0,san_pedro
1265,16,19,H,independiente,62,"[60, 65)",Servicios,Postgrado,0,san_pedro
1266,12,19,F,trabajador,31,"[25, 50)",Servicios,Licenciatura,0,san_pedro
1267,7,19,H,trabajador,56,"[50, 60)",Comercio,Postgrado,0,san_pedro
1268,19,19,H,trabajador,39,"[25, 50)",Servicios,Primaria o Secundaria,0,san_pedro
1269,18,21,H,trabajador,48,"[25, 50)",Servicios,Primaria o Secundaria,1,escobedo
1270,18,21,F,otro,49,"[25, 50)",Servicios,Primaria o Secundaria,1,escobedo
1271,18,21,F,trabajador,28,"[25, 50)",Servicios,Licenciatura,1,escobedo
1272,5,21,H,trabajador,22,"[18, 25)",Industria manufacturera,Licenciatura,0,escobedo
1273,5,21,H,trabajador,52,"[50, 60)",Industria manufacturera,Carrera técnica o preparatoria,0,escobedo
1274,7,21,F,independiente,52,"[50, 60)",Comercio,Licenciatura,0,escobedo
1275,5,21,H,trabajador,31,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,escobedo
1276,5,21,F,trabajador,30,"[25, 50)",Industria manufacturera,Licenciatura,0,escobedo
1277,5,21,H,trabajador,28,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,escobedo
1278,7,21,F,trabajador,27,"[25, 50)",Comercio,Primaria o Secundaria,1,escobedo
1279,16,21,F,trabajador,58,"[50, 60)",Servicios,Licenciatura,0,escobedo
1280,8,21,H,trabajador,32,"[25, 50)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,escobedo
1281,12,21,F,trabajador,55,"[50, 60)",Servicios,Carrera técnica o preparatoria,0,escobedo
1282,7,21,F,trabajador,18,"[18, 25)",Comercio,Primaria o Secundaria,1,escobedo
1283,18,26,H,trabajador,76,"[65, 131)",Servicios,Sin Instrucción,1,guadalupe
1284,7,26,F,trabajador,48,"[25, 50)",Comercio,Carrera técnica o preparatoria,1,guadalupe
1285,18,26,H,trabajador,47,"[25, 50)",Servicios,Primaria o Secundaria,1,guadalupe
1286,7,26,F,independiente,73,"[65, 131)",Comercio,Primaria o Secundaria,1,guadalupe
1287,19,26,H,trabajador,26,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,guadalupe
1288,4,26,H,trabajador,38,"[25, 50)",Construcción,Primaria o Secundaria,1,guadalupe
1289,14,26,F,trabajador,41,"[25, 50)",Servicios,Carrera técnica o preparatoria,1,guadalupe
1290,6,26,H,trabajador,35,"[25, 50)",Comercio,Primaria o Secundaria,0,guadalupe
1291,10,26,F,trabajador,47,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,guadalupe
1292,15,26,F,trabajador,26,"[25, 50)",Servicios,Licenciatura,0,guadalupe
1293,7,26,H,independiente,54,"[50, 60)",Comercio,Carrera técnica o preparatoria,0,guadalupe
1294,12,26,F,trabajador,45,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,guadalupe
1295,7,26,H,trabajador,29,"[25, 50)",Comercio,Primaria o Secundaria,0,guadalupe
1296,20,26,H,trabajador,58,"[50, 60)",Gobierno,Carrera técnica o preparatoria,0,guadalupe
1297,5,26,F,trabajador,30,"[25, 50)",Industria manufacturera,Licenciatura,0,guadalupe
1298,19,26,H,trabajador,80,"[65, 131)",Servicios,Primaria o Secundaria,1,guadalupe
1299,15,39,F,trabajador,59,"[50, 60)",Servicios,Carrera técnica o preparatoria,0,monterrey
1300,8,39,H,trabajador,34,"[25, 50)",Transporte y comunicaciones,Licenciatura,0,monterrey
1301,5,39,F,trabajador,33,"[25, 50)",Industria manufacturera,Postgrado,0,monterrey
1302,19,39,F,trabajador,27,"[25, 50)",Servicios,Primaria o Secundaria,1,monterrey
1303,7,39,H,trabajador,50,"[50, 60)",Comercio,Postgrado,0,monterrey
1304,7,39,F,trabajador,46,"[25, 50)",Comercio,Licenciatura,0,monterrey
1305,9,39,H,trabajador,59,"[50, 60)",Otro,Licenciatura,0,monterrey
1306,6,39,F,trabajador,31,"[25, 50)",Comercio,Licenciatura,0,monterrey
1307,7,39,H,independiente,59,"[50, 60)",Comercio,Carrera técnica o preparatoria,1,monterrey
1308,8,39,H,trabajador,40,"[25, 50)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,monterrey
1309,14,39,H,independiente,63,"[60, 65)",Servicios,Primaria o Secundaria,1,monterrey
1310,15,26,F,trabajador,27,"[25, 50)",Servicios,Licenciatura,0,guadalupe
1311,20,26,H,trabajador,24,"[18, 25)",Gobierno,Licenciatura,0,guadalupe
1312,15,26,F,trabajador,57,"[50, 60)",Servicios,Licenciatura,0,guadalupe
1313,14,26,H,independiente,23,"[18, 25)",Servicios,Carrera técnica o preparatoria,0,guadalupe
1314,8,26,H,independiente,50,"[50, 60)",Transporte y comunicaciones,Licenciatura,1,guadalupe
1315,12,26,F,trabajador,50,"[50, 60)",Servicios,Licenciatura,0,guadalupe
1316,12,26,H,trabajador,25,"[25, 50)",Servicios,Licenciatura,0,guadalupe
1317,20,26,F,trabajador,26,"[25, 50)",Gobierno,Licenciatura,1,guadalupe
1318,12,48,F,trabajador,44,"[25, 50)",Servicios,Licenciatura,0,santa_catarina
1319,11,48,F,independiente,51,"[50, 60)",Servicios,Licenciatura,1,santa_catarina
1320,16,48,H,independiente,55,"[50, 60)",Servicios,Carrera técnica o preparatoria,1,santa_catarina
1321,19,48,F,independiente,56,"[50, 60)",Servicios,Licenciatura,1,santa_catarina
1322,20,48,F,trabajador,43,"[25, 50)",Gobierno,Licenciatura,0,santa_catarina
1323,5,6,H,trabajador,52,"[50, 60)",Industria manufacturera,Postgrado,0,apodaca
1324,5,6,H,trabajador,98,"[65, 131)",Industria manufacturera,Licenciatura,0,apodaca
1325,19,6,F,trabajador,68,"[65, 131)",Servicios,Carrera técnica o preparatoria,1,apodaca
1326,18,26,H,independiente,71,"[65, 131)",Servicios,Sin Instrucción,1,guadalupe
1327,7,26,H,trabajador,49,"[25, 50)",Comercio,Carrera técnica o preparatoria,0,guadalupe
1328,8,26,H,trabajador,64,"[60, 65)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,guadalupe
1329,8,26,H,trabajador,42,"[25, 50)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,guadalupe
1330,19,26,F,trabajador,67,"[65, 131)",Servicios,Primaria o Secundaria,1,guadalupe
1331,9,26,H,trabajador,36,"[25, 50)",Otro,Carrera técnica o preparatoria,0,guadalupe
1332,7,21,H,independiente,39,"[25, 50)",Comercio,Carrera técnica o preparatoria,1,escobedo
1333,7,21,F,otro,34,"[25, 50)",Comercio,Carrera técnica o preparatoria,1,escobedo
1334,5,21,F,trabajador,58,"[50, 60)",Industria manufacturera,Primaria o Secundaria,0,escobedo
1335,5,21,H,trabajador,37,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,escobedo
1336,7,21,H,trabajador,28,"[25, 50)",Comercio,Licenciatura,0,escobedo
1337,10,6,H,trabajador,57,"[50, 60)",Servicios,Licenciatura,0,apodaca
1338,14,6,H,trabajador,41,"[25, 50)",Servicios,Primaria o Secundaria,0,apodaca
1339,18,6,F,independiente,70,"[65, 131)",Servicios,Primaria o Secundaria,1,apodaca
1340,8,6,H,trabajador,39,"[25, 50)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,apodaca
1341,8,6,F,trabajador,39,"[25, 50)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,apodaca
1342,5,6,F,trabajador,45,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,apodaca
1343,5,6,H,trabajador,18,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,1,apodaca
1344,19,6,H,trabajador,36,"[25, 50)",Servicios,Primaria o Secundaria,0,apodaca
1345,5,26,H,trabajador,56,"[50, 60)",Industria manufacturera,Primaria o Secundaria,0,guadalupe
1346,7,26,F,trabajador,49,"[25, 50)",Comercio,Carrera técnica o preparatoria,0,guadalupe
1347,5,26,H,trabajador,37,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,guadalupe
1348,7,26,F,independiente,35,"[25, 50)",Comercio,Carrera técnica o preparatoria,1,guadalupe
1349,8,26,H,independiente,54,"[50, 60)",Transporte y comunicaciones,Primaria o Secundaria,1,guadalupe
1350,7,26,F,independiente,56,"[50, 60)",Comercio,Primaria o Secundaria,0,guadalupe
1351,19,26,H,independiente,25,"[25, 50)",Servicios,Primaria o Secundaria,1,guadalupe
1352,7,39,H,independiente,62,"[60, 65)",Comercio,Licenciatura,1,monterrey
1353,5,39,H,trabajador,34,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,monterrey
1354,18,39,F,otro,15,"[15, 18)",Servicios,Primaria o Secundaria,1,monterrey
1355,19,39,H,trabajador,52,"[50, 60)",Servicios,Primaria o Secundaria,0,monterrey
1356,18,39,F,independiente,47,"[25, 50)",Servicios,Primaria o Secundaria,1,monterrey
1357,18,39,F,otro,18,"[18, 25)",Servicios,Carrera técnica o preparatoria,1,monterrey
1358,8,39,H,independiente,46,"[25, 50)",Transporte y comunicaciones,Primaria o Secundaria,1,monterrey
1359,8,39,H,trabajador,40,"[25, 50)",Transporte y comunicaciones,Primaria o Secundaria,0,monterrey
1360,9,39,H,trabajador,39,"[25, 50)",Otro,Licenciatura,0,monterrey
1361,12,39,F,trabajador,38,"[25, 50)",Servicios,Licenciatura,0,monterrey
1362,5,39,H,trabajador,44,"[25, 50)",Industria manufacturera,Licenciatura,0,monterrey
1363,12,39,H,trabajador,38,"[25, 50)",Servicios,Licenciatura,0,monterrey
1364,12,39,H,independiente,38,"[25, 50)",Servicios,Licenciatura,0,monterrey
1365,11,39,F,trabajador,53,"[50, 60)",Servicios,Licenciatura,0,monterrey
1366,12,39,H,trabajador,26,"[25, 50)",Servicios,Licenciatura,0,monterrey
1367,19,49,H,trabajador,46,"[25, 50)",Servicios,Primaria o Secundaria,0,santiago
1368,21,49,H,trabajador,49,"[25, 50)",Otro,Primaria o Secundaria,1,santiago
1369,5,49,F,trabajador,23,"[18, 25)",Industria manufacturera,Licenciatura,0,santiago
1370,7,49,H,trabajador,33,"[25, 50)",Comercio,Primaria o Secundaria,0,santiago
1371,16,49,H,trabajador,26,"[25, 50)",Servicios,Licenciatura,1,santiago
1372,9,49,H,trabajador,44,"[25, 50)",Otro,Postgrado,0,santiago
1373,9,49,F,trabajador,43,"[25, 50)",Otro,Licenciatura,0,santiago
1374,5,6,F,trabajador,35,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,apodaca
1375,20,6,H,trabajador,40,"[25, 50)",Gobierno,Licenciatura,0,apodaca
1376,5,6,H,trabajador,37,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,apodaca
1377,5,6,F,trabajador,31,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,apodaca
1378,18,6,H,trabajador,53,"[50, 60)",Servicios,Carrera técnica o preparatoria,0,apodaca
1379,5,6,H,trabajador,52,"[50, 60)",Industria manufacturera,Primaria o Secundaria,0,apodaca
1380,7,6,F,independiente,42,"[25, 50)",Comercio,Primaria o Secundaria,1,apodaca
1381,5,6,F,trabajador,20,"[18, 25)",Industria manufacturera,Licenciatura,0,apodaca
1382,19,6,F,trabajador,22,"[18, 25)",Servicios,Carrera técnica o preparatoria,1,apodaca
1383,6,6,H,trabajador,44,"[25, 50)",Comercio,Primaria o Secundaria,0,apodaca
1384,19,6,F,trabajador,40,"[25, 50)",Servicios,Primaria o Secundaria,0,apodaca
1385,7,6,H,trabajador,21,"[18, 25)",Comercio,Carrera técnica o preparatoria,1,apodaca
1386,16,6,F,trabajador,19,"[18, 25)",Servicios,Carrera técnica o preparatoria,0,apodaca
1387,7,6,H,trabajador,41,"[25, 50)",Comercio,Carrera técnica o preparatoria,0,apodaca
1388,5,6,H,trabajador,19,"[18, 25)",Industria manufacturera,Primaria o Secundaria,0,apodaca
1389,15,6,H,trabajador,29,"[25, 50)",Servicios,Licenciatura,1,apodaca
1390,20,26,H,trabajador,32,"[25, 50)",Gobierno,Carrera técnica o preparatoria,0,guadalupe
1391,8,26,H,independiente,41,"[25, 50)",Transporte y comunicaciones,Carrera técnica o preparatoria,1,guadalupe
1392,5,26,H,trabajador,45,"[25, 50)",Industria manufacturera,Licenciatura,0,guadalupe
1393,5,26,F,trabajador,30,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,guadalupe
1394,14,48,H,trabajador,62,"[60, 65)",Servicios,Primaria o Secundaria,1,santa_catarina
1395,14,48,F,trabajador,59,"[50, 60)",Servicios,Primaria o Secundaria,1,santa_catarina
1396,8,48,H,independiente,50,"[50, 60)",Transporte y comunicaciones,Primaria o Secundaria,1,santa_catarina
1397,19,48,F,trabajador,51,"[50, 60)",Servicios,Carrera técnica o preparatoria,1,santa_catarina
1398,4,48,H,trabajador,42,"[25, 50)",Construcción,Primaria o Secundaria,1,santa_catarina
1399,5,48,F,trabajador,21,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,0,santa_catarina
1400,6,48,H,trabajador,42,"[25, 50)",Comercio,Carrera técnica o preparatoria,0,santa_catarina
1401,5,31,H,trabajador,49,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,juarez
1402,10,31,F,trabajador,23,"[18, 25)",Servicios,Licenciatura,0,juarez
1403,21,31,H,trabajador,29,"[25, 50)",Otro,Primaria o Secundaria,1,juarez
1404,8,31,H,trabajador,41,"[25, 50)",Transporte y comunicaciones,Primaria o Secundaria,0,juarez
1405,19,31,F,trabajador,39,"[25, 50)",Servicios,Primaria o Secundaria,1,juarez
1406,4,31,F,trabajador,54,"[50, 60)",Construcción,Primaria o Secundaria,0,juarez
1407,5,31,H,trabajador,40,"[25, 50)",Industria manufacturera,Licenciatura,0,juarez
1408,19,31,H,independiente,46,"[25, 50)",Servicios,Primaria o Secundaria,1,juarez
1409,12,31,H,trabajador,25,"[25, 50)",Servicios,Licenciatura,0,juarez
1410,10,31,F,trabajador,25,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,juarez
1411,10,31,F,trabajador,20,"[18, 25)",Servicios,Primaria o Secundaria,0,juarez
1412,5,31,F,trabajador,54,"[50, 60)",Industria manufacturera,Carrera técnica o preparatoria,0,juarez
1413,5,31,H,trabajador,39,"[25, 50)",Industria manufacturera,Primaria o Secundaria,1,juarez
1414,18,39,H,trabajador,28,"[25, 50)",Servicios,Primaria o Secundaria,0,monterrey
1415,18,39,F,trabajador,30,"[25, 50)",Servicios,Primaria o Secundaria,1,monterrey
1416,18,39,H,trabajador,17,"[15, 18)",Servicios,Primaria o Secundaria,1,monterrey
1417,14,39,F,trabajador,51,"[50, 60)",Servicios,Primaria o Secundaria,1,monterrey
1418,4,39,H,trabajador,51,"[50, 60)",Construcción,Primaria o Secundaria,1,monterrey
1419,7,39,H,trabajador,31,"[25, 50)",Comercio,Primaria o Secundaria,0,monterrey
1420,19,39,H,independiente,32,"[25, 50)",Servicios,Primaria o Secundaria,0,monterrey
1421,4,39,H,trabajador,31,"[25, 50)",Construcción,Primaria o Secundaria,1,monterrey
1422,18,39,F,trabajador,31,"[25, 50)",Servicios,Primaria o Secundaria,0,monterrey
1423,19,39,H,trabajador,58,"[50, 60)",Servicios,Primaria o Secundaria,1,monterrey
