,SCIAN,MUN,genero,ocupacion,edad_num,edad_cat,sector,escolaridad,informal,municipio
0,19,6,F,independiente,28,"[25, 50)",Servicios,Primaria o Secundaria,1,apodaca
1,4,6,H,independiente,32,"[25, 50)",Construcción,Primaria o Secundaria,1,apodaca
2,5,6,F,trabajador,25,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,apodaca
3,5,6,F,trabajador,33,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,1,apodaca
4,5,6,F,trabajador,52,"[50, 60)",Industria manufacturera,Carrera técnica o preparatoria,0,apodaca
5,5,6,H,trabajador,35,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,apodaca
6,5,6,H,trabajador,34,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,apodaca
7,7,6,F,independiente,60,"[60, 65)",Comercio,Primaria o Secundaria,1,apodaca
8,5,6,H,trabajador,23,"[18, 25)",Industria manufacturera,Primaria o Secundaria,0,apodaca
9,14,6,F,trabajador,52,"[50, 60)",Servicios,Primaria o Secundaria,0,apodaca
10,4,6,H,trabajador,54,"[50, 60)",Construcción,Primaria o Secundaria,0,apodaca
11,5,6,H,trabajador,36,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,apodaca
12,18,6,H,trabajador,32,"[25, 50)",Servicios,Primaria o Secundaria,0,apodaca
13,5,6,H,trabajador,48,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,apodaca
14,7,6,H,trabajador,32,"[25, 50)",Comercio,Carrera técnica o preparatoria,0,apodaca
15,4,6,H,trabajador,30,"[25, 50)",Construcción,Licenciatura,0,apodaca
16,8,6,H,trabajador,35,"[25, 50)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,apodaca
17,15,6,F,trabajador,58,"[50, 60)",Servicios,Licenciatura,0,apodaca
18,15,6,H,trabajador,55,"[50, 60)",Servicios,Licenciatura,0,apodaca
19,6,6,F,independiente,51,"[50, 60)",Comercio,Primaria o Secundaria,1,apodaca
20,15,6,F,trabajador,25,"[25, 50)",Servicios,Licenciatura,1,apodaca
21,20,26,H,trabajador,45,"[25, 50)",Gobierno,Licenciatura,0,guadalupe
22,16,26,F,trabajador,47,"[25, 50)",Servicios,Licenciatura,0,guadalupe
23,4,26,H,trabajador,41,"[25, 50)",Construcción,Carrera técnica o preparatoria,0,guadalupe
24,16,26,H,trabajador,68,"[65, 131)",Servicios,Licenciatura,0,guadalupe
25,16,26,F,trabajador,62,"[60, 65)",Servicios,Licenciatura,0,guadalupe
26,7,26,F,independiente,68,"[65, 131)",Comercio,Sin Instrucción,1,guadalupe
27,15,26,H,trabajador,32,"[25, 50)",Servicios,Licenciatura,0,guadalupe
28,20,39,F,trabajador,26,"[25, 50)",Gobierno,Carrera técnica o preparatoria,0,monterrey
29,5,39,H,trabajador,30,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,monterrey
30,4,39,H,trabajador,22,"[18, 25)",Construcción,Carrera técnica o preparatoria,0,monterrey
31,21,39,H,trabajador,26,"[25, 50)",Otro,Carrera técnica o preparatoria,1,monterrey
32,12,39,H,trabajador,34,"[25, 50)",Servicios,Licenciatura,0,monterrey
33,14,39,H,trabajador,37,"[25, 50)",Servicios,Licenciatura,0,monterrey
34,6,39,H,trabajador,60,"[60, 65)",Comercio,Licenciatura,0,monterrey
35,18,39,H,trabajador,19,"[18, 25)",Servicios,Primaria o Secundaria,1,monterrey
36,18,39,H,trabajador,21,"[18, 25)",Servicios,Primaria o Secundaria,1,monterrey
37,18,39,H,trabajador,16,"[15, 18)",Servicios,Primaria o Secundaria,1,monterrey
38,18,39,H,trabajador,30,"[25, 50)",Servicios,Primaria o Secundaria,1,monterrey
39,4,39,H,independiente,53,"[50, 60)",Construcción,Carrera técnica o preparatoria,1,monterrey
40,18,39,F,trabajador,34,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,monterrey
41,18,39,F,trabajador,36,"[25, 50)",Servicios,Primaria o Secundaria,0,monterrey
42,18,39,H,trabajador,34,"[25, 50)",Servicios,Primaria o Secundaria,1,monterrey
43,7,39,H,otro,64,"[60, 65)",Comercio,Primaria o Secundaria,1,monterrey
44,7,39,F,independiente,67,"[65, 131)",Comercio,Carrera técnica o preparatoria,0,monterrey
45,12,39,H,otro,23,"[18, 25)",Servicios,Licenciatura,1,monterrey
46,7,39,H,independiente,76,"[65, 131)",Comercio,Primaria o Secundaria,0,monterrey
47,19,39,H,independiente,36,"[25, 50)",Servicios,Carrera técnica o preparatoria,1,monterrey
48,7,39,F,trabajador,29,"[25, 50)",Comercio,Primaria o Secundaria,0,monterrey
49,19,48,H,trabajador,36,"[25, 50)",Servicios,Primaria o Secundaria,1,santa_catarina
50,7,48,F,trabajador,39,"[25, 50)",Comercio,Licenciatura,1,santa_catarina
51,5,48,H,trabajador,52,"[50, 60)",Industria manufacturera,Primaria o Secundaria,0,santa_catarina
52,5,48,F,trabajador,21,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,0,santa_catarina
53,5,48,F,trabajador,19,"[18, 25)",Industria manufacturera,Primaria o Secundaria,0,santa_catarina
54,4,48,H,trabajador,48,"[25, 50)",Construcción,Primaria o Secundaria,0,santa_catarina
55,4,48,H,independiente,57,"[50, 60)",Construcción,Primaria o Secundaria,1,santa_catarina
56,7,48,H,trabajador,66,"[65, 131)",Comercio,Primaria o Secundaria,1,santa_catarina
57,19,48,H,independiente,37,"[25, 50)",Servicios,Primaria o Secundaria,1,santa_catarina
58,4,46,H,trabajador,58,"[50, 60)",Construcción,Licenciatura,0,san_nicolas
59,5,46,H,trabajador,53,"[50, 60)",Industria manufacturera,Carrera técnica o preparatoria,0,san_nicolas
60,15,46,H,trabajador,50,"[50, 60)",Servicios,Licenciatura,0,san_nicolas
61,15,46,F,trabajador,50,"[50, 60)",Servicios,Licenciatura,0,san_nicolas
62,10,46,F,trabajador,20,"[18, 25)",Servicios,Carrera técnica o preparatoria,0,san_nicolas
63,20,46,F,trabajador,57,"[50, 60)",Gobierno,Licenciatura,0,san_nicolas
64,20,46,H,trabajador,30,"[25, 50)",Gobierno,Licenciatura,0,san_nicolas
65,7,46,H,independiente,26,"[25, 50)",Comercio,Licenciatura,1,san_nicolas
66,7,46,H,independiente,53,"[50, 60)",Comercio,Licenciatura,0,san_nicolas
67,8,46,F,trabajador,60,"[60, 65)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,san_nicolas
68,17,46,F,trabajador,34,"[25, 50)",Servicios,Licenciatura,0,san_nicolas
69,5,46,H,trabajador,35,"[25, 50)",Industria manufacturera,Licenciatura,0,san_nicolas
70,5,46,H,trabajador,58,"[50, 60)",Industria manufacturera,Licenciatura,0,san_nicolas
71,15,46,F,trabajador,53,"[50, 60)",Servicios,Licenciatura,0,san_nicolas
72,18,46,F,trabajador,25,"[25, 50)",Servicios,Licenciatura,0,san_nicolas
73,5,6,H,independiente,55,"[50, 60)",Industria manufacturera,Primaria o Secundaria,1,apodaca
74,5,6,F,otro,54,"[50, 60)",Industria manufacturera,Primaria o Secundaria,1,apodaca
75,19,6,H,independiente,59,"[50, 60)",Servicios,Licenciatura,1,apodaca
76,15,6,F,trabajador,25,"[25, 50)",Servicios,Licenciatura,1,apodaca
77,12,6,F,trabajador,22,"[18, 25)",Servicios,Licenciatura,1,apodaca
78,6,6,H,trabajador,28,"[25, 50)",Comercio,Postgrado,0,apodaca
79,8,6,H,trabajador,29,"[25, 50)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,apodaca
80,5,6,H,trabajador,29,"[25, 50)",Industria manufacturera,Licenciatura,0,apodaca
81,7,6,H,independiente,28,"[25, 50)",Comercio,Primaria o Secundaria,1,apodaca
82,7,6,F,trabajador,23,"[18, 25)",Comercio,Carrera técnica o preparatoria,0,apodaca
83,20,6,F,trabajador,58,"[50, 60)",Gobierno,Carrera técnica o preparatoria,0,apodaca
84,5,6,H,trabajador,42,"[25, 50)",Industria manufacturera,Licenciatura,0,apodaca
85,5,6,F,trabajador,38,"[25, 50)",Industria manufacturera,Licenciatura,0,apodaca
86,19,6,H,trabajador,55,"[50, 60)",Servicios,Primaria o Secundaria,0,apodaca
87,5,6,F,trabajador,60,"[60, 65)",Industria manufacturera,Primaria o Secundaria,0,apodaca
88,5,6,H,trabajador,31,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,apodaca
89,5,6,H,trabajador,26,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,apodaca
90,16,6,F,trabajador,31,"[25, 50)",Servicios,Primaria o Secundaria,0,apodaca
91,15,6,F,trabajador,57,"[50, 60)",Servicios,Licenciatura,0,apodaca
92,15,6,F,trabajador,27,"[25, 50)",Servicios,Licenciatura,0,apodaca
93,5,6,H,trabajador,29,"[25, 50)",Industria manufacturera,Licenciatura,0,apodaca
94,15,6,F,trabajador,23,"[18, 25)",Servicios,Licenciatura,0,apodaca
95,5,26,H,trabajador,39,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,guadalupe
96,20,26,H,trabajador,43,"[25, 50)",Gobierno,Licenciatura,1,guadalupe
97,5,26,H,trabajador,45,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,guadalupe
98,5,26,H,trabajador,23,"[18, 25)",Industria manufacturera,Licenciatura,1,guadalupe
99,8,26,H,independiente,77,"[65, 131)",Transporte y comunicaciones,Primaria o Secundaria,0,guadalupe
100,20,26,F,trabajador,52,"[50, 60)",Gobierno,Licenciatura,0,guadalupe
101,4,26,H,trabajador,35,"[25, 50)",Construcción,Licenciatura,0,guadalupe
102,15,26,F,trabajador,35,"[25, 50)",Servicios,Postgrado,0,guadalupe
103,5,26,F,trabajador,56,"[50, 60)",Industria manufacturera,Primaria o Secundaria,0,guadalupe
104,5,26,H,trabajador,34,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,guadalupe
105,6,26,F,trabajador,33,"[25, 50)",Comercio,Carrera técnica o preparatoria,0,guadalupe
106,16,26,F,trabajador,19,"[18, 25)",Servicios,Carrera técnica o preparatoria,1,guadalupe
107,18,26,F,independiente,61,"[60, 65)",Servicios,Primaria o Secundaria,1,guadalupe
108,5,26,H,trabajador,32,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,guadalupe
109,14,26,H,trabajador,52,"[50, 60)",Servicios,Primaria o Secundaria,0,guadalupe
110,4,26,H,trabajador,19,"[18, 25)",Construcción,Carrera técnica o preparatoria,0,guadalupe
111,5,26,H,trabajador,49,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,guadalupe
112,5,26,F,trabajador,47,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,guadalupe
113,4,26,H,trabajador,60,"[60, 65)",Construcción,Primaria o Secundaria,1,guadalupe
114,7,26,F,independiente,58,"[50, 60)",Comercio,Primaria o Secundaria,0,guadalupe
115,14,26,H,trabajador,36,"[25, 50)",Servicios,Primaria o Secundaria,0,guadalupe
116,8,26,H,trabajador,25,"[25, 50)",Transporte y comunicaciones,Licenciatura,0,guadalupe
117,18,26,F,trabajador,21,"[18, 25)",Servicios,Primaria o Secundaria,0,guadalupe
118,18,26,F,trabajador,16,"[15, 18)",Servicios,Primaria o Secundaria,0,guadalupe
119,5,39,H,trabajador,40,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,monterrey
120,18,39,F,trabajador,39,"[25, 50)",Servicios,Primaria o Secundaria,1,monterrey
121,4,39,H,trabajador,53,"[50, 60)",Construcción,Primaria o Secundaria,0,monterrey
122,7,39,H,independiente,39,"[25, 50)",Comercio,Carrera técnica o preparatoria,1,monterrey
123,7,39,H,independiente,74,"[65, 131)",Comercio,Primaria o Secundaria,1,monterrey
124,7,39,F,otro,65,"[65, 131)",Comercio,Primaria o Secundaria,1,monterrey
125,18,39,H,trabajador,22,"[18, 25)",Servicios,Carrera técnica o preparatoria,1,monterrey
126,14,39,F,trabajador,55,"[50, 60)",Servicios,Licenciatura,0,monterrey
127,5,39,H,trabajador,53,"[50, 60)",Industria manufacturera,Licenciatura,0,monterrey
128,9,39,F,trabajador,47,"[25, 50)",Otro,Licenciatura,0,monterrey
129,20,39,H,trabajador,54,"[50, 60)",Gobierno,Licenciatura,0,monterrey
130,10,39,F,trabajador,32,"[25, 50)",Servicios,Licenciatura,0,monterrey
131,18,39,H,independiente,31,"[25, 50)",Servicios,Carrera técnica o preparatoria,1,monterrey
132,16,39,H,trabajador,30,"[25, 50)",Servicios,Licenciatura,0,monterrey
133,19,39,H,trabajador,49,"[25, 50)",Servicios,Primaria o Secundaria,0,monterrey
134,19,39,H,trabajador,29,"[25, 50)",Servicios,Primaria o Secundaria,0,monterrey
135,5,39,F,trabajador,26,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,monterrey
136,19,39,H,trabajador,28,"[25, 50)",Servicios,Primaria o Secundaria,0,monterrey
137,14,39,H,trabajador,66,"[65, 131)",Servicios,Primaria o Secundaria,0,monterrey
138,4,39,H,trabajador,19,"[18, 25)",Construcción,Carrera técnica o preparatoria,1,monterrey
139,4,39,H,independiente,56,"[50, 60)",Construcción,Primaria o Secundaria,1,monterrey
140,19,39,F,trabajador,56,"[50, 60)",Servicios,Primaria o Secundaria,1,monterrey
141,5,39,H,trabajador,54,"[50, 60)",Industria manufacturera,Primaria o Secundaria,0,monterrey
142,5,39,F,trabajador,50,"[50, 60)",Industria manufacturera,Primaria o Secundaria,0,monterrey
143,7,39,H,trabajador,20,"[18, 25)",Comercio,Carrera técnica o preparatoria,1,monterrey
144,5,39,H,trabajador,28,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,monterrey
145,5,39,H,trabajador,33,"[25, 50)",Industria manufacturera,Primaria o Secundaria,1,monterrey
146,5,39,F,trabajador,35,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,monterrey
147,5,39,H,trabajador,14,"[12, 15)",Industria manufacturera,Primaria o Secundaria,1,monterrey
148,8,46,H,trabajador,48,"[25, 50)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,san_nicolas
149,15,46,F,trabajador,38,"[25, 50)",Servicios,Licenciatura,0,san_nicolas
150,5,46,F,trabajador,56,"[50, 60)",Industria manufacturera,Postgrado,0,san_nicolas
151,4,46,H,trabajador,52,"[50, 60)",Construcción,Licenciatura,0,san_nicolas
152,14,46,H,trabajador,51,"[50, 60)",Servicios,Licenciatura,0,san_nicolas
153,5,46,H,trabajador,48,"[25, 50)",Industria manufacturera,Licenciatura,0,san_nicolas
154,14,46,H,trabajador,59,"[50, 60)",Servicios,Primaria o Secundaria,0,san_nicolas
155,12,26,H,trabajador,37,"[25, 50)",Servicios,Licenciatura,0,guadalupe
156,7,26,F,trabajador,32,"[25, 50)",Comercio,Carrera técnica o preparatoria,0,guadalupe
157,14,26,H,trabajador,38,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,guadalupe
158,7,26,H,trabajador,45,"[25, 50)",Comercio,Licenciatura,0,guadalupe
159,3,26,H,trabajador,23,"[18, 25)",Otro,Primaria o Secundaria,0,guadalupe
160,19,26,F,trabajador,47,"[25, 50)",Servicios,Carrera técnica o preparatoria,1,guadalupe
161,7,26,H,trabajador,15,"[15, 18)",Comercio,Primaria o Secundaria,1,guadalupe
162,5,26,H,trabajador,37,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,guadalupe
163,20,26,H,trabajador,28,"[25, 50)",Gobierno,Carrera técnica o preparatoria,0,guadalupe
164,7,26,H,trabajador,45,"[25, 50)",Comercio,Primaria o Secundaria,1,guadalupe
165,19,26,F,trabajador,46,"[25, 50)",Servicios,Licenciatura,1,guadalupe
166,16,26,F,trabajador,60,"[60, 65)",Servicios,Licenciatura,0,guadalupe
167,6,26,H,trabajador,34,"[25, 50)",Comercio,Carrera técnica o preparatoria,1,guadalupe
168,5,26,H,trabajador,28,"[25, 50)",Industria manufacturera,Licenciatura,0,guadalupe
169,4,26,H,trabajador,52,"[50, 60)",Construcción,Carrera técnica o preparatoria,0,guadalupe
170,5,26,F,trabajador,58,"[50, 60)",Industria manufacturera,Carrera técnica o preparatoria,0,guadalupe
171,15,26,F,trabajador,36,"[25, 50)",Servicios,Licenciatura,0,guadalupe
172,18,21,H,trabajador,31,"[25, 50)",Servicios,Primaria o Secundaria,0,escobedo
173,5,21,H,trabajador,23,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,0,escobedo
174,4,21,H,trabajador,26,"[25, 50)",Construcción,Primaria o Secundaria,1,escobedo
175,10,21,F,trabajador,25,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,escobedo
176,5,21,H,trabajador,56,"[50, 60)",Industria manufacturera,Primaria o Secundaria,0,escobedo
177,19,21,H,trabajador,21,"[18, 25)",Servicios,Primaria o Secundaria,1,escobedo
178,5,21,H,trabajador,20,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,0,escobedo
179,18,26,F,independiente,58,"[50, 60)",Servicios,Primaria o Secundaria,1,guadalupe
180,6,26,H,trabajador,23,"[18, 25)",Comercio,Carrera técnica o preparatoria,0,guadalupe
181,5,26,H,trabajador,47,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,guadalupe
182,5,26,H,trabajador,26,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,guadalupe
183,7,26,F,independiente,25,"[25, 50)",Comercio,Carrera técnica o preparatoria,1,guadalupe
184,19,26,H,trabajador,24,"[18, 25)",Servicios,Primaria o Secundaria,1,guadalupe
185,17,26,H,trabajador,29,"[25, 50)",Servicios,Carrera técnica o preparatoria,1,guadalupe
186,5,26,H,trabajador,40,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,guadalupe
187,16,26,H,trabajador,36,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,guadalupe
188,16,26,F,trabajador,38,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,guadalupe
189,19,26,H,independiente,44,"[25, 50)",Servicios,Licenciatura,0,guadalupe
190,15,26,F,trabajador,39,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,guadalupe
191,10,26,F,trabajador,19,"[18, 25)",Servicios,Licenciatura,1,guadalupe
192,7,26,H,trabajador,43,"[25, 50)",Comercio,Carrera técnica o preparatoria,0,guadalupe
193,7,6,H,independiente,58,"[50, 60)",Comercio,Primaria o Secundaria,1,apodaca
194,7,6,F,otro,59,"[50, 60)",Comercio,Primaria o Secundaria,1,apodaca
195,7,6,F,independiente,64,"[60, 65)",Comercio,Primaria o Secundaria,1,apodaca
196,12,6,F,independiente,38,"[25, 50)",Servicios,Licenciatura,0,apodaca
197,8,6,H,trabajador,55,"[50, 60)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,apodaca
198,15,6,H,trabajador,28,"[25, 50)",Servicios,Licenciatura,0,apodaca
199,11,6,H,independiente,44,"[25, 50)",Servicios,Licenciatura,1,apodaca
200,19,6,F,independiente,34,"[25, 50)",Servicios,Licenciatura,1,apodaca
201,5,39,H,trabajador,45,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,monterrey
202,5,39,H,trabajador,22,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,0,monterrey
203,12,39,F,trabajador,25,"[25, 50)",Servicios,Licenciatura,0,monterrey
204,4,39,H,trabajador,63,"[60, 65)",Construcción,Primaria o Secundaria,1,monterrey
205,19,39,F,trabajador,44,"[25, 50)",Servicios,Primaria o Secundaria,1,monterrey
206,4,39,H,trabajador,36,"[25, 50)",Construcción,Primaria o Secundaria,0,monterrey
207,7,39,H,trabajador,26,"[25, 50)",Comercio,Primaria o Secundaria,1,monterrey
208,5,39,H,trabajador,35,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,monterrey
209,14,39,H,independiente,51,"[50, 60)",Servicios,Carrera técnica o preparatoria,1,monterrey
210,6,39,F,trabajador,25,"[25, 50)",Comercio,Carrera técnica o preparatoria,0,monterrey
211,4,39,H,trabajador,48,"[25, 50)",Construcción,Primaria o Secundaria,1,monterrey
212,19,39,F,trabajador,44,"[25, 50)",Servicios,Primaria o Secundaria,1,monterrey
213,5,46,H,trabajador,43,"[25, 50)",Industria manufacturera,Licenciatura,0,san_nicolas
214,5,46,H,trabajador,35,"[25, 50)",Industria manufacturera,Licenciatura,0,san_nicolas
215,7,46,H,trabajador,61,"[60, 65)",Comercio,Carrera técnica o preparatoria,1,san_nicolas
216,19,46,F,trabajador,48,"[25, 50)",Servicios,Primaria o Secundaria,1,san_nicolas
217,20,46,H,trabajador,30,"[25, 50)",Gobierno,Primaria o Secundaria,0,san_nicolas
218,21,46,H,trabajador,23,"[18, 25)",Otro,Primaria o Secundaria,1,san_nicolas
219,4,46,H,trabajador,48,"[25, 50)",Construcción,Carrera técnica o preparatoria,0,san_nicolas
220,4,46,F,otro,57,"[50, 60)",Construcción,Carrera técnica o preparatoria,1,san_nicolas
221,16,46,H,trabajador,55,"[50, 60)",Servicios,Licenciatura,1,san_nicolas
222,10,46,F,trabajador,48,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,san_nicolas
223,5,46,F,trabajador,23,"[18, 25)",Industria manufacturera,Licenciatura,0,san_nicolas
224,5,46,H,trabajador,53,"[50, 60)",Industria manufacturera,Licenciatura,0,san_nicolas
225,7,46,F,trabajador,21,"[18, 25)",Comercio,Licenciatura,1,san_nicolas
226,8,46,H,trabajador,49,"[25, 50)",Transporte y comunicaciones,Primaria o Secundaria,0,san_nicolas
227,16,46,H,trabajador,27,"[25, 50)",Servicios,Licenciatura,0,san_nicolas
228,8,31,H,independiente,50,"[50, 60)",Transporte y comunicaciones,Primaria o Secundaria,1,juarez
229,5,31,H,trabajador,59,"[50, 60)",Industria manufacturera,Primaria o Secundaria,0,juarez
230,8,31,H,trabajador,28,"[25, 50)",Transporte y comunicaciones,Primaria o Secundaria,1,juarez
231,5,31,H,independiente,65,"[65, 131)",Industria manufacturera,Licenciatura,1,juarez
232,7,31,F,independiente,56,"[50, 60)",Comercio,Carrera técnica o preparatoria,1,juarez
233,7,31,H,trabajador,20,"[18, 25)",Comercio,Carrera técnica o preparatoria,0,juarez
234,18,48,H,independiente,64,"[60, 65)",Servicios,Primaria o Secundaria,1,santa_catarina
235,18,48,F,otro,58,"[50, 60)",Servicios,Primaria o Secundaria,1,santa_catarina
236,5,48,H,trabajador,23,"[18, 25)",Industria manufacturera,Licenciatura,0,santa_catarina
237,19,48,F,trabajador,65,"[65, 131)",Servicios,Primaria o Secundaria,1,santa_catarina
238,18,48,H,independiente,78,"[65, 131)",Servicios,Primaria o Secundaria,0,santa_catarina
239,5,26,H,independiente,60,"[60, 65)",Industria manufacturera,Primaria o Secundaria,1,guadalupe
240,18,26,F,trabajador,30,"[25, 50)",Servicios,Primaria o Secundaria,1,guadalupe
241,5,26,H,trabajador,28,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,guadalupe
242,4,26,H,trabajador,49,"[25, 50)",Construcción,Primaria o Secundaria,1,guadalupe
243,5,26,F,trabajador,39,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,guadalupe
244,5,26,H,trabajador,16,"[15, 18)",Industria manufacturera,Primaria o Secundaria,0,guadalupe
245,5,26,F,trabajador,45,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,guadalupe
246,16,26,H,trabajador,23,"[18, 25)",Servicios,Licenciatura,0,guadalupe
247,18,26,H,trabajador,19,"[18, 25)",Servicios,Carrera técnica o preparatoria,1,guadalupe
248,7,26,H,trabajador,39,"[25, 50)",Comercio,Primaria o Secundaria,0,guadalupe
249,18,26,F,independiente,37,"[25, 50)",Servicios,Primaria o Secundaria,1,guadalupe
250,15,26,F,trabajador,41,"[25, 50)",Servicios,Licenciatura,0,guadalupe
251,15,26,H,trabajador,51,"[50, 60)",Servicios,Licenciatura,0,guadalupe
252,4,26,H,independiente,68,"[65, 131)",Construcción,Carrera técnica o preparatoria,1,guadalupe
253,16,26,H,trabajador,51,"[50, 60)",Servicios,Licenciatura,0,guadalupe
254,7,26,F,trabajador,42,"[25, 50)",Comercio,Primaria o Secundaria,1,guadalupe
255,9,26,H,trabajador,42,"[25, 50)",Otro,Primaria o Secundaria,0,guadalupe
256,14,26,F,trabajador,36,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,guadalupe
257,19,21,F,trabajador,62,"[60, 65)",Servicios,Carrera técnica o preparatoria,1,escobedo
258,14,21,H,trabajador,34,"[25, 50)",Servicios,Primaria o Secundaria,0,escobedo
259,17,21,H,independiente,53,"[50, 60)",Servicios,Primaria o Secundaria,1,escobedo
260,15,21,F,trabajador,44,"[25, 50)",Servicios,Licenciatura,0,escobedo
261,7,21,F,independiente,46,"[25, 50)",Comercio,Primaria o Secundaria,1,escobedo
262,20,21,F,trabajador,26,"[25, 50)",Gobierno,Primaria o Secundaria,1,escobedo
263,5,21,H,trabajador,55,"[50, 60)",Industria manufacturera,Primaria o Secundaria,0,escobedo
264,8,21,H,trabajador,58,"[50, 60)",Transporte y comunicaciones,Sin Instrucción,1,escobedo
265,7,21,H,independiente,35,"[25, 50)",Comercio,Sin Instrucción,1,escobedo
266,7,21,F,trabajador,18,"[18, 25)",Comercio,Primaria o Secundaria,0,escobedo
267,18,26,F,trabajador,63,"[60, 65)",Servicios,Primaria o Secundaria,0,guadalupe
268,4,26,H,trabajador,31,"[25, 50)",Construcción,Primaria o Secundaria,1,guadalupe
269,4,26,H,trabajador,25,"[25, 50)",Construcción,Primaria o Secundaria,0,guadalupe
270,5,26,H,trabajador,26,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,guadalupe
271,5,26,F,trabajador,23,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,0,guadalupe
272,14,6,H,trabajador,20,"[18, 25)",Servicios,Licenciatura,0,apodaca
273,7,6,F,trabajador,54,"[50, 60)",Comercio,Carrera técnica o preparatoria,0,apodaca
274,14,6,F,trabajador,34,"[25, 50)",Servicios,Licenciatura,0,apodaca
275,19,6,H,trabajador,31,"[25, 50)",Servicios,Primaria o Secundaria,0,apodaca
276,16,6,F,trabajador,29,"[25, 50)",Servicios,Primaria o Secundaria,0,apodaca
277,5,6,H,independiente,41,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,1,apodaca
278,19,6,F,trabajador,35,"[25, 50)",Servicios,Primaria o Secundaria,1,apodaca
279,8,6,H,trabajador,37,"[25, 50)",Transporte y comunicaciones,Primaria o Secundaria,0,apodaca
280,19,6,H,trabajador,18,"[18, 25)",Servicios,Carrera técnica o preparatoria,0,apodaca
281,7,6,H,trabajador,57,"[50, 60)",Comercio,Carrera técnica o preparatoria,0,apodaca
282,5,6,F,trabajador,56,"[50, 60)",Industria manufacturera,Licenciatura,0,apodaca
283,5,6,H,trabajador,23,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,0,apodaca
284,8,21,H,independiente,50,"[50, 60)",Transporte y comunicaciones,Primaria o Secundaria,1,escobedo
285,12,21,F,trabajador,37,"[25, 50)",Servicios,Licenciatura,0,escobedo
286,4,21,H,independiente,31,"[25, 50)",Construcción,Primaria o Secundaria,1,escobedo
287,18,21,F,trabajador,30,"[25, 50)",Servicios,Primaria o Secundaria,1,escobedo
288,14,21,H,trabajador,47,"[25, 50)",Servicios,Primaria o Secundaria,0,escobedo
289,5,21,H,trabajador,20,"[18, 25)",Industria manufacturera,Primaria o Secundaria,0,escobedo
290,5,21,F,trabajador,19,"[18, 25)",Industria manufacturera,Primaria o Secundaria,0,escobedo
291,18,21,F,trabajador,39,"[25, 50)",Servicios,Carrera técnica o preparatoria,1,escobedo
292,18,21,F,trabajador,18,"[18, 25)",Servicios,Carrera técnica o preparatoria,1,escobedo
293,8,21,H,trabajador,62,"[60, 65)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,escobedo
